City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
525,Shakhtinsk,KZ,2021-11-23 04:08:44,49.71,72.5872,34.36,96,100,24.72,overcast clouds
526,Kosh-Agach,RU,2021-11-23 04:08:44,50.0,88.6667,15.17,55,100,3.98,overcast clouds
527,Nicoya,CR,2021-11-23 04:08:45,10.1483,-85.452,76.55,88,100,3.2,overcast clouds
528,Imbituba,BR,2021-11-23 04:08:45,-28.24,-48.6703,70.83,88,0,10.51,clear sky
529,Horki,BY,2021-11-23 04:08:46,54.2861,30.9842,23.04,76,77,5.08,broken clouds
530,Waipawa,NZ,2021-11-23 04:08:46,-41.4122,175.5153,61.03,62,81,6.44,broken clouds
531,Mayumba,GA,2021-11-23 04:04:12,-3.432,10.6554,75.67,93,100,9.53,heavy intensity rain
532,Salinopolis,BR,2021-11-23 04:08:47,-0.6136,-47.3561,79.7,79,46,8.75,scattered clouds
533,Okato,NZ,2021-11-23 04:08:48,-39.2,173.8833,69.42,58,47,12.77,scattered clouds
534,Remedios,CU,2021-11-23 04:08:48,22.4947,-79.5458,72.52,88,31,6.11,scattered clouds
535,Dzerzhinsk,RU,2021-11-23 04:08:49,56.2389,43.4631,19.22,79,20,6.71,few clouds
536,Toamasina,MG,2021-11-23 04:05:54,-18.1667,49.3833,78.69,70,28,4.63,light rain
537,Rangapara,IN,2021-11-23 04:08:49,26.8167,92.65,72.1,63,77,7.23,broken clouds
538,La Asuncion,VE,2021-11-23 04:08:50,11.0333,-63.8628,77.9,87,26,11.01,scattered clouds
539,Lasa,IT,2021-11-23 04:04:03,46.6166,10.7002,38.35,89,65,2.93,broken clouds
540,Qom,IR,2021-11-23 04:08:50,34.6401,50.8764,53.2,60,7,5.61,clear sky
541,Mindelo,CV,2021-11-23 04:08:51,16.8901,-24.9804,75.78,79,5,12.91,clear sky
542,Grand-Lahou,CI,2021-11-23 04:08:51,5.1367,-5.0242,78.17,85,20,4.36,few clouds
543,Milagres,BR,2021-11-23 04:08:52,-7.3133,-38.9456,82.69,41,89,5.68,overcast clouds
544,Shushtar,IR,2021-11-23 04:08:52,32.0455,48.8567,66.29,65,0,3.47,clear sky
545,Palau,PW,2021-11-23 04:08:52,7.503,134.621,87.76,70,75,13.8,broken clouds
546,Mildura,AU,2021-11-23 04:08:53,-34.2,142.15,81.07,53,100,9.28,light rain
547,Egvekinot,RU,2021-11-23 04:08:54,66.3167,-179.1667,-5.3,71,21,10.0,few clouds
548,Dingle,PH,2021-11-23 04:08:54,10.9995,122.6711,85.82,72,67,13.2,broken clouds
549,Hami,CN,2021-11-23 04:08:44,42.8,93.45,30.47,44,62,4.03,broken clouds
550,Amga,RU,2021-11-23 04:08:55,60.8953,131.9608,-11.6,87,100,3.69,overcast clouds
551,Maues,BR,2021-11-23 04:04:26,-3.3836,-57.7186,72.43,99,88,1.21,overcast clouds
552,Ponta Do Sol,PT,2021-11-23 04:08:55,32.6667,-17.1,66.7,72,93,6.33,overcast clouds
553,Stevens Point,US,2021-11-23 04:04:29,44.5236,-89.5746,25.99,81,40,0.0,scattered clouds
554,Makambako,TZ,2021-11-23 04:08:56,-8.8453,34.823,58.8,75,74,7.49,broken clouds
555,Buluang,PH,2021-11-23 04:08:56,13.3068,123.3425,88.68,60,60,1.32,broken clouds
556,Zhanakorgan,KZ,2021-11-23 04:08:57,43.9098,67.2495,41.07,56,89,7.09,overcast clouds
557,Road Town,VG,2021-11-23 04:05:59,18.4167,-64.6167,78.01,73,32,13.78,scattered clouds
558,Sungaipenuh,ID,2021-11-23 04:08:59,-2.0833,101.3833,78.84,46,96,5.17,overcast clouds
559,Fare,PF,2021-11-23 04:09:00,-16.7,-151.0167,80.89,75,100,9.98,overcast clouds
560,Turukhansk,RU,2021-11-23 04:09:00,65.8167,87.9833,15.24,90,100,20.58,light snow
561,Rehoboth,NA,2021-11-23 04:09:01,-23.3167,17.0833,53.26,43,0,3.87,clear sky
562,Jambi,ID,2021-11-23 04:09:01,-1.6,103.6167,90.19,58,100,1.54,overcast clouds
563,Awbari,LY,2021-11-23 04:09:01,26.5921,12.7805,62.53,43,87,5.44,overcast clouds
564,Micheweni,TZ,2021-11-23 04:09:02,-4.9667,39.8333,80.82,74,88,3.56,overcast clouds
565,Adolfo Lopez Mateos,MX,2021-11-23 04:09:02,28.4667,-107.3,45.82,65,97,7.02,overcast clouds
566,San Antero,CO,2021-11-23 04:09:03,9.3741,-75.7589,77.34,89,93,3.31,overcast clouds
567,Asfi,MA,2021-11-23 04:09:03,32.2994,-9.2372,61.36,73,73,4.81,broken clouds
568,Sidi Ali,DZ,2021-11-23 04:09:04,36.0998,0.4206,54.52,64,0,5.39,clear sky
569,Terekli-Mekteb,RU,2021-11-23 04:09:04,44.1671,45.8698,43.63,85,1,6.46,clear sky
570,Blagoyevo,RU,2021-11-23 04:09:05,63.3667,47.9167,20.62,96,100,4.92,light snow
571,Jibuti,DJ,2021-11-23 04:09:05,11.5,42.5,74.62,76,99,6.69,overcast clouds
572,Florianopolis,BR,2021-11-23 04:09:07,-27.6146,-48.5012,68.38,84,0,1.99,clear sky
573,Oudtshoorn,ZA,2021-11-23 04:09:08,-33.5907,22.2014,57.92,91,100,5.97,light rain
574,Pringsewu,ID,2021-11-23 04:09:08,-5.3582,104.9744,84.96,64,100,5.46,overcast clouds
575,Russell,US,2021-11-23 04:09:09,32.3502,-85.1999,47.48,55,26,9.78,scattered clouds
576,Sao Raimundo Nonato,BR,2021-11-23 04:09:09,-9.0153,-42.6994,79.92,48,75,2.17,broken clouds
577,Hohhot,CN,2021-11-23 04:09:10,40.8106,111.6522,26.47,21,0,3.4,clear sky
578,Takoradi,GH,2021-11-23 04:09:10,4.8845,-1.7554,78.93,81,22,2.13,few clouds
579,Liseleje,DK,2021-11-23 04:09:11,56.0053,11.9483,45.99,93,76,1.01,broken clouds
580,Dubbo,AU,2021-11-23 04:09:11,-32.25,148.6167,80.73,47,83,9.22,broken clouds
581,Yerbogachen,RU,2021-11-23 04:09:12,61.2767,108.0108,-1.17,80,51,9.37,broken clouds
582,Genhe,CN,2021-11-23 04:09:12,50.7833,121.5167,9.5,46,100,11.18,overcast clouds
583,Qasigiannguit,GL,2021-11-23 04:09:15,68.8193,-51.1922,17.85,92,62,7.29,broken clouds
584,Acapulco,MX,2021-11-23 04:09:17,16.8634,-99.8901,78.48,82,1,4.32,clear sky
585,Kawalu,ID,2021-11-23 04:09:18,-7.3817,108.2082,81.14,80,84,2.89,broken clouds
586,Ocos,GT,2021-11-23 04:09:18,14.5094,-92.1933,75.38,78,100,3.36,overcast clouds
587,Shirgaon,IN,2021-11-23 04:09:19,19.7,72.7,86.02,74,65,5.88,broken clouds
588,Auxerre,FR,2021-11-23 04:09:19,47.8,3.5667,35.46,85,6,14.61,clear sky
589,Alta Floresta,BR,2021-11-23 04:09:20,-9.8756,-56.0861,70.57,97,99,2.39,light rain
590,Pangoa,PE,2021-11-23 04:09:20,-12.1167,-73.0,68.47,99,99,2.62,overcast clouds
591,Sabang,ID,2021-11-23 04:09:20,5.8933,95.3214,82.06,73,94,10.04,overcast clouds
592,Santiago Del Estero,AR,2021-11-23 04:09:21,-27.7951,-64.2615,73.08,89,92,13.76,overcast clouds
593,Ajdabiya,LY,2021-11-23 04:09:21,30.7554,20.2263,62.33,51,89,13.44,overcast clouds
594,Linguere,SN,2021-11-23 04:09:22,15.3953,-15.1193,80.71,19,100,7.47,overcast clouds
595,Cortes,ES,2021-11-23 04:09:22,41.9395,-1.4396,47.08,91,100,3.18,overcast clouds
596,Bemidji,US,2021-11-23 04:09:23,47.4736,-94.8803,21.9,80,1,4.61,clear sky
597,Ugento,IT,2021-11-23 04:09:23,39.9263,18.1574,59.77,85,72,6.55,broken clouds
598,Arteaga,MX,2021-11-23 04:09:24,18.4667,-102.4167,63.32,82,3,2.3,clear sky
599,Sorland,NO,2021-11-23 04:09:24,67.667,12.6934,35.67,71,100,27.85,overcast clouds
600,Sayyan,YE,2021-11-23 04:09:25,15.1718,44.3244,50.74,34,67,4.63,broken clouds
601,Umm Lajj,SA,2021-11-23 04:09:25,25.0213,37.2685,70.52,40,2,14.81,clear sky
602,May Pen,JM,2021-11-23 04:09:26,17.9645,-77.2451,79.81,89,27,4.54,scattered clouds
603,Miquelon,PM,2021-11-23 04:09:26,47.0975,-56.3814,44.69,79,98,29.3,overcast clouds
604,Salamanca,ES,2021-11-23 04:09:27,40.8333,-6.0,36.0,100,100,9.6,snow
605,Bela,IN,2021-11-23 04:09:27,25.9333,81.9833,71.74,24,0,4.88,clear sky
606,Banda Aceh,ID,2021-11-23 04:09:27,5.5577,95.3222,83.46,71,95,7.29,overcast clouds
607,West Bay,KY,2021-11-23 04:09:28,19.3667,-81.4167,80.01,84,10,1.99,clear sky
608,Simiti,CO,2021-11-23 04:09:28,7.9579,-73.9436,74.55,95,100,2.84,overcast clouds
609,Barstow,US,2021-11-23 04:09:29,34.8986,-117.0228,59.54,16,100,3.94,overcast clouds
610,Nioro,GM,2021-11-23 04:09:29,13.35,-15.75,74.19,62,99,2.91,overcast clouds
611,Puerto Narino,CO,2021-11-23 04:09:30,-3.7703,-70.3831,75.15,92,100,0.54,overcast clouds
612,Thessalon,CA,2021-11-23 04:09:30,46.2501,-83.5666,30.69,84,67,11.43,broken clouds
613,Yumen,CN,2021-11-23 04:08:39,40.2833,97.2,33.94,26,5,26.71,clear sky
614,Viradouro,BR,2021-11-23 04:09:31,-20.8731,-48.2969,71.69,63,6,4.52,clear sky
615,New Kensington,US,2021-11-23 04:09:31,40.5698,-79.7648,32.22,65,7,1.01,clear sky
616,Iralaya,HN,2021-11-23 04:09:32,15.0,-83.2333,76.35,82,47,8.3,scattered clouds
617,Port Moresby,PG,2021-11-23 04:09:32,-9.4431,147.1797,84.54,74,17,5.86,few clouds
618,Derzhavinsk,KZ,2021-11-23 04:09:33,51.1,66.3167,28.17,95,68,17.0,broken clouds
619,Mareeba,AU,2021-11-23 04:09:33,-17.0,145.4333,94.32,57,16,9.71,few clouds
620,Puerto Del Rosario,ES,2021-11-23 04:09:33,28.5004,-13.8627,65.88,77,95,4.61,overcast clouds
621,Kysyl-Syr,RU,2021-11-23 04:09:34,63.8986,122.7617,-15.83,96,100,3.42,overcast clouds
622,Slave Lake,CA,2021-11-23 04:09:34,55.2834,-114.769,39.97,69,62,14.97,broken clouds
623,Arman,RU,2021-11-23 04:09:35,59.7,150.1667,10.02,77,8,11.5,clear sky
624,Mandla,IN,2021-11-23 04:09:35,22.6,80.3833,77.56,52,0,2.77,clear sky
625,Arroyos Y Esteros,PY,2021-11-23 04:09:35,-25.0667,-57.1,78.55,58,84,4.47,broken clouds
626,Masunga,BW,2021-11-23 04:09:36,-20.6246,27.4488,66.9,83,99,5.66,overcast clouds
627,Aitape,PG,2021-11-23 04:09:36,-3.1374,142.3475,84.79,72,57,5.61,broken clouds
628,Haines Junction,CA,2021-11-23 04:09:37,60.7522,-137.5108,1.17,99,100,1.95,overcast clouds
629,Kalabo,ZM,2021-11-23 04:09:37,-14.97,22.6814,67.57,84,100,6.93,overcast clouds
630,Lata,PT,2021-11-23 04:09:38,40.1629,-8.3327,45.81,81,1,3.31,clear sky
631,Lagoa,PT,2021-11-23 04:09:38,39.05,-27.9833,64.83,86,37,18.68,scattered clouds
632,Vanimo,PG,2021-11-23 04:09:39,-2.6741,141.3028,84.29,75,51,4.76,broken clouds
633,Cheney,US,2021-11-23 04:09:39,47.4874,-117.5758,34.25,95,90,0.0,mist
634,Hornepayne,CA,2021-11-23 04:09:39,49.2138,-84.7705,14.86,92,100,8.34,overcast clouds
635,Bani Walid,LY,2021-11-23 04:09:17,31.7566,13.9942,60.46,63,1,4.99,clear sky
636,Berlevag,NO,2021-11-23 04:09:40,70.8578,29.0864,25.07,55,100,4.68,overcast clouds
637,Deputatskiy,RU,2021-11-23 04:09:40,69.3,139.9,-22.52,96,94,5.3,overcast clouds
638,Manavalakurichi,IN,2021-11-23 04:09:41,8.1333,77.3,86.09,84,99,2.84,overcast clouds
639,Makakilo City,US,2021-11-23 04:09:41,21.3469,-158.0858,79.12,75,90,5.75,overcast clouds
640,Sur,OM,2021-11-23 04:09:42,22.5667,59.5289,79.09,44,90,10.8,overcast clouds
641,Churapcha,RU,2021-11-23 04:09:42,62.0025,132.4325,-13.97,90,100,4.16,overcast clouds
642,Mercedes,AR,2021-11-23 04:09:42,-34.6515,-59.4307,64.83,38,81,14.2,broken clouds
643,Denpasar,ID,2021-11-23 04:09:43,-8.65,115.2167,87.46,74,20,9.22,few clouds
644,Bjornevatn,NO,2021-11-23 04:09:43,69.6672,29.9847,17.22,85,0,5.75,clear sky
645,Freeport,US,2021-11-23 04:07:46,40.6576,-73.5832,39.38,53,1,3.0,clear sky
646,Maneadero,MX,2021-11-23 04:09:44,31.7167,-116.5667,63.1,71,99,3.0,overcast clouds
647,Alto Araguaia,BR,2021-11-23 04:09:44,-17.3147,-53.2153,71.1,90,100,1.57,overcast clouds
648,Rapid Valley,US,2021-11-23 04:08:48,44.0625,-103.1463,59.05,42,1,0.0,clear sky
649,Luba,GQ,2021-11-23 04:09:45,3.4568,8.5547,80.01,82,89,4.09,light rain
650,Lukovetskiy,RU,2021-11-23 04:09:45,64.2956,41.9211,22.98,87,100,6.89,light snow
651,Avera,US,2021-11-23 04:09:46,33.194,-82.5271,52.48,50,13,10.69,few clouds
652,Turbat,PK,2021-11-23 04:09:46,26.0023,63.044,74.71,12,0,6.58,clear sky
653,Pedernales,DO,2021-11-23 04:09:47,18.0384,-71.744,77.81,79,41,2.64,scattered clouds
654,Morant Bay,JM,2021-11-23 04:09:47,17.8815,-76.4093,80.22,82,97,4.27,overcast clouds
655,Stornoway,GB,2021-11-23 04:09:48,58.2093,-6.3865,44.92,94,75,1.01,broken clouds
656,Qandala,SO,2021-11-23 04:09:48,11.472,49.8728,77.07,73,84,3.0,broken clouds
657,Peace River,CA,2021-11-23 04:09:48,56.2501,-117.286,17.91,92,90,20.71,light snow
658,Laguna,US,2021-11-23 04:09:49,38.421,-121.4238,57.09,90,1,0.0,mist
659,Mayenne,FR,2021-11-23 04:09:49,48.3333,-0.6667,35.04,62,0,14.18,clear sky
660,Petropavlovsk-Kamchatskiy,RU,2021-11-23 04:09:50,53.0452,158.6483,37.99,45,0,4.47,clear sky
661,Kirovskiy,RU,2021-11-23 04:09:50,45.0917,133.5136,17.87,91,100,19.57,light snow
662,Lauria,IT,2021-11-23 04:09:51,40.0465,15.8358,49.15,77,12,4.59,few clouds
663,Ancud,CL,2021-11-23 04:09:51,-41.8697,-73.8203,48.42,92,34,4.72,scattered clouds
664,Adre,TD,2021-11-23 04:09:52,13.4667,22.2,65.86,30,41,15.7,scattered clouds
665,Hovd,MN,2021-11-23 04:09:52,48.0056,91.6419,29.07,26,75,5.32,broken clouds
666,Solnechnyy,RU,2021-11-23 04:09:52,50.7214,136.6319,28.38,97,100,11.48,snow
667,Sobolevo,RU,2021-11-23 04:09:53,54.4299,31.8996,23.18,80,98,4.09,overcast clouds
668,Ivanteyevka,RU,2021-11-23 04:09:53,55.9711,37.9208,21.49,93,23,5.32,few clouds
669,Gigmoto,PH,2021-11-23 04:09:54,13.7796,124.39,82.83,79,63,7.81,broken clouds
670,Xinqing,CN,2021-11-23 04:09:54,48.2333,129.5,17.11,83,100,12.35,overcast clouds
671,Arvi,IN,2021-11-23 04:09:54,20.9833,78.2333,81.61,57,34,5.19,scattered clouds
672,Asau,RO,2021-11-23 04:09:55,46.4333,26.4,42.4,81,100,3.27,light rain
673,Kalmunai,LK,2021-11-23 04:09:55,7.4167,81.8167,77.36,88,100,6.76,overcast clouds
674,Lincoln,US,2021-11-23 04:08:08,40.8,-96.667,40.98,65,1,1.01,clear sky
675,Loa Janan,ID,2021-11-23 04:07:17,-0.583,117.095,92.75,53,56,2.64,broken clouds
676,Portoferraio,IT,2021-11-23 04:09:56,42.8115,10.3146,59.97,75,100,21.92,overcast clouds
677,Japura,ID,2021-11-23 04:08:33,-0.3167,102.35,90.84,54,100,1.79,overcast clouds
678,Ongandjera,NA,2021-11-23 04:09:57,-17.8833,15.0667,67.39,26,2,7.02,clear sky
679,Ciudad Bolivar,VE,2021-11-23 04:09:57,8.1222,-63.5497,76.46,86,100,7.11,overcast clouds
680,Merauke,ID,2021-11-23 04:09:58,-8.4667,140.3333,85.46,70,30,8.19,scattered clouds
681,Mikhaylovka,RU,2021-11-23 04:09:58,50.06,43.2379,34.79,75,100,4.9,overcast clouds
682,Ha Giang,VN,2021-11-23 04:09:58,22.8333,104.9833,63.32,68,100,1.77,overcast clouds
683,Udala,ES,2021-11-23 04:09:59,43.0778,-2.5125,44.19,94,100,4.07,overcast clouds
684,Bida,NG,2021-11-23 04:09:59,9.0833,6.0167,74.73,36,59,1.32,broken clouds
685,Karatuzskoye,RU,2021-11-23 04:10:00,53.6072,92.8667,24.71,85,85,4.99,overcast clouds
686,Caxias,PT,2021-11-23 04:10:00,38.7031,-9.2767,54.45,70,20,1.99,few clouds
687,Bystryy Istok,RU,2021-11-23 04:10:01,52.371,84.3873,36.63,70,100,21.39,overcast clouds
688,Westport,US,2021-11-23 04:07:39,41.1415,-73.3579,39.16,60,1,10.36,clear sky
689,Kungurtug,RU,2021-11-23 04:10:02,50.5994,97.5228,16.93,62,98,0.76,overcast clouds
690,Kainantu,PG,2021-11-23 04:10:02,-6.2887,145.8655,73.33,70,70,3.56,broken clouds
691,Gautier,US,2021-11-23 04:10:03,30.3858,-88.6117,53.67,71,1,4.61,clear sky
692,Jackson,US,2021-11-23 04:10:03,42.4165,-122.8345,40.86,86,1,3.44,clear sky
693,Salta,AR,2021-11-23 04:10:04,-24.7859,-65.4117,73.58,59,100,1.01,overcast clouds
694,Calvinia,ZA,2021-11-23 04:10:05,-31.4707,19.776,57.54,74,23,3.65,few clouds
695,Neryungri,RU,2021-11-23 04:10:05,56.6709,124.6491,-9.71,87,100,7.07,overcast clouds
696,Lodja,CD,2021-11-23 04:10:06,-3.4833,23.4333,66.13,99,99,0.76,overcast clouds
